@relation dataOccupancyPreprocessedNoDate

@attribute Temperature numeric
@attribute Humidity numeric
@attribute Light numeric
@attribute CO2 numeric
@attribute HumidityRatio numeric
@attribute Occupancy {0,1}

@data
0.80447,-0.307152,2.016447,-0.314606,-0.038818,1
0.80447,-0.361621,2.026617,-0.309034,-0.096089,1
0.845761,-0.360781,2.119851,-0.326586,-0.081206,1
0.959722,-0.355569,2.2775,-0.291203,-0.03687,1
0.992755,-0.348844,2.308013,-0.278945,-0.018412,1
1.058819,-0.394572,2.343611,-0.288974,-0.044558,1
1.131491,-0.382467,2.411417,-0.296775,-0.006729,1
1.113323,-0.356241,2.447863,-0.287303,0.015147,1
1.233891,-0.408021,2.526687,-0.276716,0.000933,1
1.266923,-0.419789,2.519059,-0.28396,-0.000442,1
1.341246,-0.446015,2.496174,-0.279781,-0.003378,1
1.388317,-0.451563,2.527959,-0.272258,0.006739,1
1.388317,-0.471737,2.591527,-0.281452,-0.015253,1
1.36602,-0.495441,2.709764,-0.282288,-0.048679,1
1.455208,-0.495441,2.791131,-0.310705,-0.018273,1
1.48824,-0.495441,2.66569,-0.309034,-0.006974,1
1.504756,-0.500484,2.754261,-0.285631,-0.006854,1
1.521272,-0.50889,2.799607,-0.299004,-0.010436,1
1.581556,-0.515615,2.826729,-0.291482,0.002801,1
1.554305,-0.525702,2.923353,-0.290646,-0.01764,1
1.663311,-0.57311,3.129314,-0.332436,-0.03286,1
1.71286,-0.562519,3.167454,-0.324914,-0.004199,1
1.71286,-0.55798,3.28442,-0.300676,0.000849,1
1.762408,-0.541336,3.242465,-0.294825,0.036396,1
1.795441,-0.55798,3.157284,-0.280059,0.029176,1
1.828473,-0.536461,3.182711,-0.258885,0.064646,0
1.861505,-0.541336,3.114057,-0.245512,0.07061,0
1.861505,-0.535789,3.030147,-0.253871,0.076837,0
1.891234,-0.543186,3.121685,-0.205394,0.078831,1
1.950693,-0.557475,3.084816,-0.211244,0.083346,1
1.950693,-0.591771,3.114057,-0.262229,0.044643,1
1.983725,-0.564032,3.131856,-0.282288,0.087396,1
2.016757,-0.564704,3.121685,-0.251085,0.098103,1
2.04979,-0.563023,3.1077,-0.243841,0.1115,1
2.156319,-0.591771,3.190339,-0.238826,0.115845,1
2.208345,-0.567058,3.162369,-0.232975,0.162324,1
2.401584,-0.616484,3.217038,-0.226289,0.173141,1
2.446178,-0.636658,3.231023,-0.213752,0.165344,1
2.446178,-0.658849,3.248822,-0.227125,0.139526,1
2.446178,-0.668936,3.194153,-0.22211,0.127791,1
2.446178,-0.691127,3.248822,-0.205394,0.101975,1
2.416449,-0.658176,3.248822,-0.226568,0.129943,1
2.416449,-0.679023,3.335274,-0.226568,0.105735,1
2.446178,-0.685075,3.297981,-0.238826,0.109015,1
2.401584,-0.688101,3.261535,-0.237154,0.090049,1
2.416449,-0.685075,3.316628,-0.224339,0.098707,1
2.386719,-0.67835,3.328494,-0.214309,0.09621,1
2.423881,-0.642206,3.393757,-0.187842,0.151088,1
2.446178,-0.663388,3.416642,-0.210409,0.134245,1
2.446178,-0.644055,3.370873,-0.213195,0.156738,1
2.446178,-0.651452,3.309847,-0.205394,0.148131,1
2.446178,-0.632119,3.370873,-0.208737,0.170625,1
2.446178,-0.621527,3.416642,-0.18032,0.182948,1
2.470952,-0.642206,3.462411,-0.175305,0.167568,1
2.545275,-0.668936,3.370873,-0.213752,0.162385,1
2.446178,-0.631614,3.485295,-0.192021,0.171212,1
2.446178,-0.658345,3.462411,-0.185334,0.140112,1
2.446178,-0.663892,3.462411,-0.192021,0.133658,1
2.446178,-0.644055,3.492924,-0.203165,0.156738,1
2.446178,-0.621527,3.485295,-0.205394,0.182948,1
2.47921,-0.623209,3.401385,-0.187563,0.192612,1
2.545275,-0.587232,3.370873,-0.128499,0.258032,1
2.5205,-0.577649,3.453511,-0.087545,0.260422,1
2.545275,-0.546884,3.370873,-0.039068,0.305273,1
2.545275,-0.571597,3.384858,-0.037118,0.276338,1
2.545275,-0.586223,3.370873,-0.080357,0.259213,1
2.545275,-0.623209,3.370873,-0.109554,0.215913,1
2.572526,-0.550919,3.416642,-0.093396,0.310328,1
2.599778,-0.541336,3.430627,-0.075008,0.331379,1
2.545275,-0.535789,3.370873,-0.038232,0.318266,1
2.617946,-0.468542,3.462411,0.025289,0.423558,1
2.654281,-0.435928,3.370873,0.09884,0.475326,1
2.654281,-0.495441,3.430627,0.106363,0.405154,1
2.654281,-0.414746,3.444612,0.090482,0.500305,1
2.679056,-0.471737,3.435712,0.152332,0.442187,1
2.728604,-0.481824,3.481481,0.148989,0.448445,1
2.753378,-0.486363,3.518351,0.1189,0.452163,1
2.728604,-0.472241,3.426813,0.097169,0.459795,1
2.753378,-0.463835,3.426813,0.099955,0.478888,1
2.753378,-0.457111,3.426813,0.102183,0.486865,1
2.753378,-0.440467,3.426813,0.117785,0.506611,1
2.753378,-0.449714,3.478939,0.126422,0.495641,1
2.802927,-0.446015,3.464954,0.151496,0.518401,1
2.778153,-0.451563,3.3963,0.147317,0.502617,1
2.802927,-0.457111,3.3963,0.113885,0.505197,1
2.802927,-0.446015,3.442069,0.119735,0.518401,1
2.852475,-0.401296,3.426813,0.1267,0.590206,1
2.827701,-0.419789,3.487838,0.145645,0.558865,1
2.852475,-0.446015,3.464954,0.162362,0.536823,1
2.874772,-0.43038,3.464954,0.143974,0.563817,1
2.897069,-0.457111,3.3963,0.128929,0.540163,1
2.852475,-0.457111,3.457325,0.121128,0.523578,1
2.852475,-0.457111,3.464954,0.107198,0.523578,1
2.874772,-0.457111,3.487838,0.131437,0.531866,1
2.852475,-0.476612,3.487838,0.114442,0.500301,1
2.941663,-0.472241,3.509451,0.115556,0.538629,1
2.941663,-0.477284,3.516656,0.093268,0.532576,1
2.941663,-0.472241,3.487838,0.096333,0.538629,1
2.941663,-0.463835,3.516656,0.101069,0.548717,1
2.941663,-0.467198,3.487838,0.09884,0.544682,1
2.941663,-0.457111,3.519368,0.0965,0.556788,1
2.991211,-0.467198,3.550898,0.09416,0.563164,1
3.015985,-0.467198,3.529793,0.102183,0.572424,1
3.04076,-0.467198,3.470039,0.102183,0.581695,1
3.04076,-0.428867,3.543778,0.116671,0.627983,1
3.04076,-0.456606,3.543778,0.097169,0.594485,1
3.04076,-0.463835,3.543778,0.068751,0.585756,1
3.04076,-0.495441,3.513265,0.057607,0.547592,1
3.04076,-0.490902,3.498009,0.032811,0.553073,1
3.04076,-0.495441,3.520894,0.035319,0.547592,1
3.04076,-0.510571,3.498009,0.018603,0.529324,1
3.04076,-0.495441,3.534879,0.025289,0.547592,1
3.04076,-0.502166,3.550559,0.019717,0.539473,1
3.095263,-0.510571,3.541235,-0.003128,0.549589,1
3.068011,-0.530745,3.599718,-0.022352,0.515051,1
3.149766,-0.515615,3.525979,-0.031546,0.563785,1
3.095263,-0.515615,3.599718,-0.021516,0.54348,1
3.04076,-0.520658,3.534879,-0.034889,0.517145,1
3.077095,-0.515615,3.513265,-0.034889,0.536725,1
3.04076,-0.515615,3.528522,-0.03266,0.523234,1
3.095263,-0.515615,3.467496,-0.029874,0.54348,1
3.113431,-0.529064,3.513265,-0.029317,0.533931,1
3.095263,-0.515615,3.518351,-0.028203,0.54348,1
3.04076,-0.510571,3.518351,-0.027088,0.529324,1
3.04076,-0.495441,3.477667,-0.015498,0.547592,1
3.077095,-0.50889,3.462411,-0.013715,0.544862,1
3.068011,-0.495441,3.489109,0.003558,0.557748,1
3.077095,-0.495441,3.469191,0.010802,0.561137,1
3.122515,-0.505528,3.442069,0.001887,0.565865,1
3.113431,-0.495441,3.413251,-0.017058,0.574708,1
3.149766,-0.490902,3.410285,-0.011486,0.593824,1
3.149766,-0.505528,3.355616,-0.013158,0.576045,1
3.095263,-0.500484,3.485295,-0.024023,0.561809,1
3.077095,-0.515615,3.430203,-0.062749,0.536725,1
3.04076,-0.536461,3.414947,-0.082809,0.498066,1
3.068011,-0.525702,3.392486,-0.127664,0.521151,1
3.04076,-0.505528,3.360702,-0.113455,0.535413,1
3.122515,-0.500484,3.41537,-0.083366,0.571985,1
3.04076,-0.495441,3.375958,-0.08058,0.547592,1
3.04076,-0.515615,3.365787,-0.085873,0.523234,1
3.068011,-0.515615,3.332732,-0.104261,0.53335,1
3.04076,-0.455093,3.406471,-0.115127,0.596312,1
3.04076,-0.442989,3.365787,-0.024859,0.610929,1
3.04076,-0.515615,3.367482,-0.081694,0.523234,1
3.04076,-0.515615,3.342394,-0.093396,0.523234,1
3.04076,-0.552432,3.326375,-0.127664,0.478785,1
3.04076,-0.543186,3.297981,-0.150788,0.489948,1
3.04076,-0.515615,3.264078,-0.154409,0.523234,1
2.991211,-0.535789,3.307304,-0.162768,0.480599,1
2.991211,-0.536797,3.289505,-0.175305,0.479385,1
3.04076,-0.520658,3.330189,-0.203722,0.517145,1
2.991211,-0.535789,3.271706,-0.253871,0.480599,1
2.991211,-0.535789,3.208138,-0.233811,0.480599,1
2.966437,-0.530745,3.251364,-0.229632,0.477539,1
2.974695,-0.522339,3.335274,-0.224339,0.490688,1
2.941663,-0.530745,3.253907,-0.205394,0.46842,1
2.941663,-0.522339,3.240346,-0.185334,0.478507,1
2.966437,-0.510571,3.223394,-0.189513,0.501784,1
2.941663,-0.515615,3.182711,-0.189792,0.486577,1
2.941663,-0.515615,3.195424,-0.243841,0.486577,1
2.941663,-0.505528,3.218309,-0.25805,0.498681,1
2.966437,-0.490902,3.175083,-0.243841,0.525425,1
2.941663,-0.495441,3.197967,-0.242169,0.510786,1
2.941663,-0.490902,3.177625,-0.253871,0.516233,1
2.941663,-0.495441,3.177625,-0.255542,0.510786,1
2.941663,-0.490902,3.154741,-0.260557,0.516233,1
2.941663,-0.477284,3.167454,-0.278945,0.532576,1
2.941663,-0.477284,3.168726,-0.266408,0.532576,1
2.941663,-0.47056,1.597744,-0.24997,0.540647,1
3.015985,-0.419789,0.782376,-0.190349,0.629588,0
3.015985,-0.419789,0.782376,-0.215423,0.629588,0
3.04076,-0.408021,0.762034,-0.242169,0.653159,0
3.04076,-0.414746,0.751864,-0.235483,0.645038,0
3.04076,-0.424832,0.751864,-0.253871,0.632856,0
3.04076,-0.434919,0.665411,-0.287303,0.620674,0
3.04076,-0.442316,0.685753,-0.306805,0.611741,0
3.04076,-0.446015,0.670496,-0.312377,0.607275,0
3.04076,-0.457111,0.685753,-0.35361,0.593876,0
3.04076,-0.449714,0.65524,-0.345809,0.602808,0
3.04076,-0.442316,0.608199,-0.362526,0.611741,0
3.04076,-0.446015,0.5993,-0.363361,0.607275,0
3.04076,-0.434919,0.650154,-0.365869,0.620674,0
3.04076,-0.434919,0.589129,-0.370884,0.620674,0
2.991211,-0.446015,0.589129,-0.416017,0.588665,0
3.015985,-0.440467,0.642526,-0.41936,0.604653,0
3.015985,-0.440467,0.601843,-0.414346,0.604653,0
2.991211,-0.446015,0.497591,-0.426047,0.588665,0
2.941663,-0.449714,0.497591,-0.428276,0.565666,0
2.941663,-0.434919,0.517933,-0.421868,0.583423,0
2.941663,-0.434919,0.474706,-0.421868,0.583423,0
2.852475,-0.356241,2.894535,-0.359182,0.643997,0
2.874772,-0.339598,2.815287,-0.346645,0.67235,0
2.852475,-0.356241,2.868684,-0.340795,0.643997,0
2.897069,-0.33405,2.8369,-0.334108,0.687484,0
2.897069,-0.339598,2.787317,-0.347481,0.680841,1
2.852475,-0.356241,2.801302,-0.362526,0.643997,1
2.852475,-0.356241,2.747904,-0.400973,0.643997,1
2.852475,-0.356241,2.7318,-0.421589,0.643997,1
2.852475,-0.356241,2.708492,-0.436912,0.643997,1
2.852475,-0.356241,2.719934,-0.446942,0.643997,1
2.778153,-0.329511,2.658909,-0.42939,0.647664,1
2.753378,-0.313876,2.670775,-0.413788,0.656828,1
2.753378,-0.313876,2.644924,-0.390107,0.656828,1
2.753378,-0.313876,2.623311,-0.411002,0.656828,1
2.70383,-0.31892,2.625854,-0.435241,0.632059,1
2.654281,-0.313876,2.647043,-0.42939,0.619275,1
2.654281,-0.298746,2.57627,-0.41936,0.637123,1
2.654281,-0.28765,2.621616,-0.422704,0.650212,1
2.654281,-0.289163,2.544486,-0.412674,0.648428,1
2.654281,-0.293703,2.538553,-0.407102,0.643073,1
2.62703,-0.026399,2.536858,-0.339123,0.947663,1
2.654281,-0.20292,2.44532,-0.359182,0.750181,1
2.654281,-0.188799,2.477104,-0.388436,0.766845,1
2.654281,-0.16459,2.450405,-0.33578,0.795413,1
2.654281,-0.183755,2.430064,-0.339123,0.772796,1
2.654281,-0.159042,2.422435,-0.327422,0.80196,1
2.654281,-0.159547,2.433878,-0.326586,0.801365,1
2.70383,-0.16459,2.313098,-0.322407,0.814704,1
2.654281,-0.174677,2.422435,-0.360854,0.783509,1
2.654281,-0.174677,2.412264,-0.36754,0.783509,1
2.599778,-0.179216,2.402094,-0.37757,0.757049,1
2.62703,-0.148451,2.394465,-0.379242,0.803839,1
2.654281,-0.122225,2.33344,-0.354167,0.845411,1
2.654281,-0.112138,2.319879,-0.327979,0.857317,1
2.62703,-0.122225,2.355053,-0.308198,0.834739,1
2.599778,-0.127268,2.346154,-0.310705,0.81815,1
2.545275,-0.132312,2.283857,-0.365869,0.790991,1
2.545275,-0.112138,2.274957,-0.362526,0.814641,1
2.512242,-0.105413,2.338525,-0.381471,0.809626,1
2.446178,-0.053634,2.241902,-0.370326,0.844237,1
2.446178,-0.048086,2.266058,-0.365869,0.850703,1
2.446178,-0.042538,2.216474,-0.368376,0.857168,1
2.446178,-0.031443,2.216474,-0.384257,0.8701,1
2.423881,-0.006225,2.182148,-0.380913,0.890669,1
2.386719,-0.004544,2.253768,-0.381471,0.877942,1
2.35699,-0.011269,2.216474,-0.398465,0.858421,1
2.35699,-0.006225,2.239359,-0.407659,0.864267,1
2.35699,0.013444,2.170705,-0.381749,0.887067,1
2.332216,0.042696,2.135107,-0.360854,0.911136,1
2.257893,0.076151,2.196133,-0.366983,0.920241,1
2.257893,0.0896,2.196133,-0.3876,0.935739,1
2.257893,0.0896,2.157992,-0.389271,0.935739,1
2.257893,0.10927,2.119851,-0.369212,0.958405,1
2.257893,0.109774,2.066454,-0.3652,0.958986,1
2.233119,0.0896,2.150364,-0.376734,0.925867,1
2.257893,0.10305,2.123241,-0.366983,0.951237,1
2.257893,0.109774,2.068996,-0.347481,0.958986,1
2.257893,0.14138,2.043569,-0.334665,0.995411,1
2.257893,0.127931,2.046112,-0.330765,0.979911,1
2.158796,0.118852,2.099509,-0.327422,0.929836,1
2.158796,0.109774,2.074082,-0.369212,0.919438,1
2.158796,0.127931,2.023227,-0.389271,0.940234,1
2.158796,0.127931,2.023227,-0.365869,0.940234,1
2.158796,0.127931,2.002885,-0.357511,0.940234,1
2.158796,0.138018,2.048654,-0.357511,0.951788,1
2.158796,0.148104,2.048654,-0.334108,0.963342,1
2.158796,0.162899,1.972373,-0.341352,0.980289,1
2.158796,0.164748,1.972373,-0.334944,0.982407,1
2.131545,0.1592,1.953302,-0.345809,0.965118,1
2.04979,0.170296,1.963897,-0.342466,0.945037,1
2.04979,0.19047,1.946945,-0.334944,0.967992,1
2.04979,0.19047,1.946945,-0.329093,0.967992,1
2.04979,0.19047,1.978729,-0.339123,0.967992,1
2.04979,0.19047,1.946945,-0.341352,0.967992,1
2.04979,0.200556,1.940589,-0.334108,0.97947,1
2.000241,0.200556,1.921518,-0.326586,0.959574,1
1.950693,0.210643,1.921518,-0.332436,0.95114,1
1.950693,0.225169,1.891005,-0.338454,0.967568,1
1.920963,0.2288,1.879139,-0.313492,0.959736,1
1.928396,0.238887,1.896091,-0.322407,0.974112,1
1.883802,0.248974,1.896091,-0.339959,0.967563,1
1.861505,0.254521,1.896091,-0.318228,0.964849,1
1.861505,0.271165,1.870664,-0.305691,0.983571,1
1.861505,0.281252,1.870664,-0.313213,0.994917,1
1.861505,0.291339,1.870664,-0.312377,1.006264,1
1.861505,0.291339,1.870664,-0.324078,1.006264,1
1.836731,0.296382,1.870664,-0.322407,1.001919,1
1.762408,0.291339,1.870664,-0.332436,0.966305,1
1.762408,0.291339,1.870664,-0.339123,0.966305,1
1.762408,0.296382,1.870664,-0.303183,0.971944,1
1.762408,0.306469,1.870664,-0.28981,0.983221,1
1.762408,0.311513,1.819809,-0.285631,0.98886,1
1.762408,0.32513,1.813452,-0.286467,1.004086,1
1.762408,0.329669,1.794382,-0.285631,1.009162,1
1.762408,0.336394,1.794382,-0.291203,1.016681,1
1.71286,0.355391,1.794382,-0.292318,1.017804,1
1.663311,0.392208,1.847779,-0.278109,1.038657,1
1.663311,0.402295,1.847779,-0.260557,1.049868,1
1.663311,0.412382,1.847779,-0.249692,1.06108,1
1.608808,0.430538,1.768954,-0.255542,1.058969,1
1.455208,0.458109,1.819809,-0.26,1.026754,1
1.554305,0.472903,1.743527,-0.285631,1.083518,1
1.455208,0.472903,1.747341,-0.254706,1.042988,1
1.455208,0.472903,1.77404,-0.253871,1.042988,1
1.455208,0.472903,1.692673,-0.234647,1.042988,1
1.432911,0.488034,1.66216,-0.233811,1.05048,1
1.425478,0.486352,1.677416,-0.242169,1.045603,1
1.36602,0.493077,1.66216,-0.220438,1.028714,1
1.36602,0.493077,1.677416,-0.210966,1.028714,1
1.36602,0.493077,1.707929,-0.219602,1.028714,1
1.36602,0.519303,1.707929,-0.237712,1.057336,1
1.341246,0.513251,1.707929,-0.24802,1.040613,1
1.266923,0.541494,1.707929,-0.265572,1.040979,1
1.266923,0.551581,1.66216,-0.258885,1.051921,1
1.266923,0.551581,1.707929,-0.278945,1.051921,1
1.266923,0.593946,1.707929,-0.288974,1.097879,1
1.266923,0.593946,1.707929,-0.278109,1.097879,1
1.242149,0.588903,1.707929,-0.258885,1.082218,1
1.266923,0.593946,1.707929,-0.287303,1.097879,1
1.1926,0.578816,1.707929,-0.293989,1.050988,1
1.200859,0.580497,1.707929,-0.27783,1.056185,1
1.167826,0.61412,1.707929,-0.256657,1.078922,1
1.086071,0.627737,1.672331,-0.230468,1.06,1
1.058819,0.647407,1.69013,-0.220438,1.069897,1
1.058819,0.65245,1.684197,-0.216538,1.075299,1
1.058819,0.663546,1.685044,-0.228796,1.087182,1
1.058819,0.674642,1.677416,-0.205394,1.099066,1
1.058819,0.669094,1.66216,-0.203722,1.093124,1
1.058819,0.674642,1.677416,-0.215423,1.099066,1
1.058819,0.689772,1.66216,-0.213752,1.115272,1
1.034045,0.694815,1.66216,-0.181991,1.110425,1
0.959722,0.694815,1.639275,-0.189513,1.079759,1
0.959722,0.694815,1.616391,-0.197036,1.079759,1
0.959722,0.709946,1.635461,-0.1962,1.095866,1
0.959722,0.70154,1.641818,-0.177533,1.086917,1
0.959722,0.699859,1.673602,-0.192857,1.085128,1
0.959722,0.714989,1.692673,-0.20205,1.101235,1
0.959722,0.714989,1.692673,-0.198707,1.101235,1
0.959722,0.714989,1.692673,-0.18032,1.101235,1
0.959722,0.70154,1.692673,-0.188678,1.086917,1
0.959722,0.714989,1.692673,-0.216259,1.101235,1
0.959722,0.714989,1.692673,-0.215423,1.101235,1
0.929993,0.733146,1.692673,-0.21208,1.108256,1
0.870535,0.738189,1.673602,-0.202886,1.089041,1
0.870535,0.733146,1.692673,-0.197036,1.083702,1
0.870535,0.746595,1.667245,-0.180877,1.097941,1
0.870535,0.775511,1.692673,-0.175305,1.128555,1
0.870535,0.790641,1.635461,-0.158589,1.144575,1
0.870535,0.795685,1.616391,-0.148559,1.149916,1
0.845761,0.800728,1.654532,-0.143544,1.144938,1
0.870535,0.795685,1.667245,-0.151902,1.149916,1
0.820987,0.790641,1.673602,-0.15023,1.123986,1
0.870535,0.815858,1.692673,-0.146887,1.171277,1
0.870535,0.815858,1.692673,-0.154409,1.171277,1
0.837503,0.815858,1.692673,-0.164161,1.157489,1
0.845761,0.815858,1.692673,-0.154409,1.160934,1
0.820987,0.815858,1.692673,-0.138529,1.150605,1
0.771438,0.815858,1.692673,-0.141872,1.129988,1
0.80447,0.821911,1.692673,-0.128499,1.150109,1
0.796212,0.829476,1.692673,-0.133514,1.154642,1
0.771438,0.834015,1.692673,-0.1363,1.149096,1
0.746664,0.839058,1.692673,-0.145216,1.144078,1
0.771438,0.834015,1.692673,-0.141872,1.149096,1
0.771438,0.834015,1.692673,-0.151902,1.149096,1
0.771438,0.844102,1.692673,-0.151902,1.159711,1
0.746664,0.854189,1.692673,-0.139365,1.159977,1
0.705373,0.861586,1.692673,-0.149673,1.150512,1
0.672341,0.87638,1.692673,-0.140758,1.152223,1
0.697115,0.87638,1.692673,-0.127664,1.162567,1
0.705373,0.87638,1.692673,-0.128499,1.166018,1
0.697115,0.880919,1.692673,-0.166947,1.167322,1
0.705373,0.87638,1.692673,-0.175305,1.166018,1
0.672341,0.894536,1.673602,-0.175305,1.171215,1
0.672341,0.894536,1.673602,-0.156081,1.171215,1
0.672341,0.889997,1.654532,-0.171126,1.166467,1
0.672341,0.888484,1.616391,-0.186449,1.164884,1
0.672341,0.894536,1.616391,-0.188678,1.171215,1
0.672341,0.894536,1.616391,-0.216259,1.171215,1
0.672341,0.894536,1.616391,-0.228796,1.171215,1
0.672341,0.91118,1.616391,-0.228796,1.188624,1
0.636006,0.909331,1.616391,-0.231025,1.171466,1
0.672341,0.901933,1.616391,-0.22211,1.178952,1
0.617838,0.905632,1.616391,-0.235483,1.16001,1
0.590586,0.900084,1.616391,-0.241333,1.142857,1
0.563334,0.894536,1.616391,-0.243841,1.12574,1
0.563334,0.905632,1.616391,-0.256378,1.137267,1
0.617838,0.905632,1.66216,-0.240498,1.16001,0
0.563334,0.894536,1.677416,-0.238826,1.12574,0
0.563334,0.91118,1.588421,-0.280616,1.143031,1
0.563334,0.905632,1.588421,-0.276437,1.137267,1
0.489012,0.916728,1.612577,-0.303183,1.117838,1
0.464237,0.916728,1.588421,-0.319899,1.107547,1
0.49727,0.934884,1.636733,-0.28786,1.140057,1
0.464237,0.934884,1.636733,-0.284795,1.126294,1
0.464237,0.940432,1.636733,-0.284795,1.132022,1
0.49727,0.942281,1.636733,-0.295661,1.147711,1
0.464237,0.951527,1.636733,-0.293154,1.143479,1
0.464237,0.957075,1.636733,-0.292318,1.149208,1
0.464237,0.957075,1.601134,-0.288974,1.149208,1
0.464237,0.972206,1.565536,-0.322407,1.164832,1
0.464237,0.970524,1.565536,-0.310148,1.163096,1
0.464237,0.970524,1.565536,-0.312377,1.163096,1
0.464237,0.990866,1.565536,-0.309034,1.184102,1
0.464237,0.983301,1.565536,-0.322407,1.176289,1
0.464237,0.990866,1.565536,-0.33578,1.184102,1
0.404779,0.983301,1.565536,-0.329093,1.151392,1
0.441941,0.990866,1.565536,-0.329093,1.174745,1
0.464237,0.995406,1.565536,-0.320178,1.188789,1
0.419644,0.995406,1.565536,-0.310705,1.170074,1
0.397347,1.000953,1.565536,-0.314049,1.166438,1
0.464237,1.017597,1.565536,-0.319064,1.211707,1
0.419644,1.017597,1.565536,-0.327422,1.192927,1
0.419644,1.012049,1.565536,-0.326586,1.187213,1
0.464237,1.017597,1.565536,-0.323521,1.211707,1
0.464237,1.017597,1.565536,-0.344138,1.211707,1
0.419644,1.017597,1.565536,-0.334108,1.192927,1
0.37505,1.017597,1.565536,-0.324636,1.174193,1
0.441941,1.022136,1.527395,-0.332436,1.206992,1
0.464237,1.035753,-0.565269,-0.31572,1.230458,1
0.464237,1.023649,-0.565269,-0.29789,1.217957,0
0.464237,1.017597,-0.565269,-0.285631,1.211707,0
0.464237,1.006501,-0.565269,-0.285631,1.200248,0
0.563334,0.995406,-0.565269,-0.285631,1.230544,0
0.513786,0.995406,-0.565269,-0.295661,1.209638,0
0.563334,0.995406,-0.565269,-0.299004,1.230544,0
0.513786,0.986327,-0.565269,-0.307362,1.200234,0
0.464237,0.977249,-0.565269,-0.312377,1.17004,0
0.530302,0.977249,-0.565269,-0.305691,1.197773,0
0.563334,0.977249,-0.565269,-0.312377,1.211678,0
0.563334,0.957075,-0.565269,-0.332436,1.190716,0
0.513786,0.967162,-0.565269,-0.329093,1.180382,0
0.513786,0.977249,-0.565269,-0.324078,1.19083,0
0.563334,0.957075,-0.565269,-0.342466,1.190716,0
0.563334,0.957075,-0.565269,-0.359182,1.190716,0
0.489012,0.977249,-0.565269,-0.369212,1.180428,0
0.464237,0.977249,-0.565269,-0.372555,1.17004,0
0.464237,0.977249,-0.565269,-0.394286,1.17004,0
0.464237,0.977249,-0.565269,-0.40153,1.17004,0
0.464237,0.977249,-0.565269,-0.382585,1.17004,0
0.464237,0.977249,-0.565269,-0.384257,1.17004,0
0.464237,0.967162,-0.565269,-0.390943,1.159624,0
0.464237,0.967162,-0.565269,-0.406823,1.159624,0
0.464237,0.977249,-0.565269,-0.394286,1.17004,0
0.464237,0.977249,-0.565269,-0.385928,1.17004,0
0.464237,0.977249,-0.565269,-0.402644,1.17004,0
0.464237,0.977249,-0.565269,-0.42939,1.17004,0
0.464237,0.977249,-0.565269,-0.417689,1.17004,0
0.464237,0.995406,-0.565269,-0.422704,1.188789,0
0.464237,0.977249,-0.565269,-0.42939,1.17004,0
0.464237,0.977249,-0.565269,-0.44945,1.17004,0
0.419644,0.967162,-0.565269,-0.426047,1.14099,0
0.464237,0.977249,-0.565269,-0.416017,1.17004,0
0.464237,0.972206,-0.565269,-0.434405,1.164832,0
0.464237,0.957075,-0.565269,-0.432733,1.149208,0
0.464237,0.970524,-0.565269,-0.436077,1.163096,0
0.419644,0.957075,-0.565269,-0.442763,1.130603,0
0.464237,0.957075,-0.565269,-0.44945,1.149208,0
0.419644,0.957075,-0.565269,-0.454464,1.130603,0
0.434508,0.957075,-0.565269,-0.458365,1.1368,0
0.419644,0.957075,-0.565269,-0.459479,1.130603,0
0.404779,0.9638,-0.565269,-0.456972,1.13133,0
0.37505,0.957075,-0.565269,-0.44945,1.112044,0
0.37505,0.957075,-0.565269,-0.456136,1.112044,0
0.37505,0.957075,-0.565269,-0.471738,1.112044,0
0.37505,0.957075,-0.565269,-0.476195,1.112044,0
0.37505,0.957075,-0.565269,-0.479539,1.112044,0
0.37505,0.957075,-0.565269,-0.486225,1.112044,0
0.37505,0.957075,-0.565269,-0.465051,1.112044,0
0.37505,0.957075,-0.565269,-0.459479,1.112044,0
0.350276,0.951527,-0.565269,-0.469509,1.096066,0
0.37505,0.957075,-0.565269,-0.479539,1.112044,0
0.275953,0.957075,-0.565269,-0.489568,1.070965,0
0.342018,0.957075,-0.565269,-0.485111,1.098326,0
0.275953,0.957075,-0.565269,-0.486225,1.070965,0
0.37505,0.94598,-0.565269,-0.49124,1.100651,0
0.308985,0.942281,-0.565269,-0.498484,1.069506,0
0.275953,0.934884,-0.565269,-0.50127,1.048321,0
0.325502,0.934884,-0.565269,-0.50127,1.068762,0
0.325502,0.957075,-0.565269,-0.511299,1.091477,0
0.275953,0.94598,-0.565269,-0.509628,1.059643,0
0.275953,0.949678,-0.565269,-0.50517,1.063417,0
0.275953,0.94598,-0.565269,-0.499598,1.059643,0
0.275953,0.942281,-0.565269,-0.510742,1.055869,0
0.275953,0.934884,-0.565269,-0.512971,1.048321,0
0.275953,0.934884,-0.565269,-0.510742,1.048321,0
0.275953,0.934884,-0.565269,-0.492912,1.048321,0
0.275953,0.934884,-0.565269,-0.494583,1.048321,0
0.226405,0.925806,-0.565269,-0.523001,1.018702,0
0.176856,0.916728,-0.565269,-0.523001,0.989197,0
0.176856,0.916728,-0.565269,-0.516314,0.989197,0
0.176856,0.916728,-0.565269,-0.506284,0.989197,0
0.176856,0.916728,-0.565269,-0.512971,0.989197,0
0.176856,0.916728,-0.565269,-0.507956,0.989197,0
0.176856,0.916728,-0.565269,-0.512971,0.989197,0
0.140521,0.916728,-0.565269,-0.508513,0.974366,0
0.176856,0.916728,-0.565269,-0.502941,0.989197,0
